ID,Pred
2022_3199_3276,0.5
2022_3199_3279,0.5
2022_3199_3283,0.5
2022_3199_3286,0.5
2022_3199_3291,0.5
2022_3199_3301,0.5
2022_3199_3304,0.5
2022_3199_3314,0.5
2022_3199_3323,0.5
2022_3199_3326,0.5
2022_3199_3328,0.5
2022_3199_3332,0.5
2022_3199_3343,0.5
2022_3199_3372,0.5
2022_3199_3376,0.5
2022_3199_3377,0.5
2022_3199_3378,0.5
2022_3199_3390,0.5
2022_3199_3397,0.5
2022_3199_3400,0.5
2022_3199_3416,0.5
2022_3199_3424,0.5
2022_3199_3426,0.5
2022_3199_3428,0.5
2022_3199_3437,0.5
2022_3199_3439,0.5
2022_3199_3450,0.5
2022_3208_3210,0.5
2022_3208_3211,0.5
2022_3208_3218,0.5
2022_3208_3224,0.5
2022_3208_3229,0.5
2022_3208_3230,0.5
2022_3208_3231,0.5
2022_3208_3234,0.5
2022_3208_3235,0.5
2022_3208_3237,0.5
2022_3208_3238,0.5
2022_3208_3242,0.5
2022_3208_3243,0.5
2022_3208_3246,0.5
2022_3208_3255,0.5
2022_3208_3257,0.5
2022_3208_3261,0.5
2022_3208_3268,0.5
2022_3208_3269,0.5
2022_3208_3273,0.5
2022_3208_3274,0.5
2022_3208_3276,0.5
2022_3208_3279,0.5
2022_3208_3283,0.5
2022_3208_3286,0.5
2022_3208_3291,0.5
2022_3208_3301,0.5
2022_3208_3304,0.5
2022_3208_3314,0.5
2022_3208_3323,0.5
2022_3208_3326,0.5
2022_3208_3328,0.5
2022_3208_3332,0.5
2022_3208_3343,0.5
2022_3208_3372,0.5
2022_3208_3376,0.5
2022_3208_3377,0.5
2022_3208_3378,0.5
2022_3208_3390,0.5
2022_3208_3397,0.5
2022_3208_3400,0.5
2022_3208_3416,0.5
2022_3208_3424,0.5
2022_3208_3426,0.5
2022_3208_3428,0.5
2022_3208_3437,0.5
2022_3208_3439,0.5
2022_3208_3450,0.5
2022_3210_3211,0.5
2022_3210_3218,0.5
2022_3210_3224,0.5
2022_3210_3229,0.5
2022_3210_3230,0.5
2022_3210_3231,0.5
2022_3210_3234,0.5
2022_3210_3235,0.5
2022_3210_3237,0.5
2022_3210_3238,0.5
2022_3210_3242,0.5
2022_3210_3243,0.5
2022_3210_3246,0.5
2022_3210_3255,0.5
2022_3210_3257,0.5
2022_3210_3261,0.5
2022_3210_3268,0.5
2022_3210_3269,0.5
2022_3210_3273,0.5
2022_3210_3274,0.5
2022_3210_3276,0.5
2022_3210_3279,0.5
2022_3210_3283,0.5
2022_3210_3286,0.5
2022_3210_3291,0.5
2022_3210_3301,0.5
2022_3210_3304,0.5
2022_3210_3314,0.5
2022_3210_3323,0.5
2022_3210_3326,0.5
2022_3210_3328,0.5
2022_3210_3332,0.5
2022_3210_3343,0.5
2022_3210_3372,0.5
2022_3210_3376,0.5
2022_3210_3377,0.5
2022_3210_3378,0.5
2022_3210_3390,0.5
2022_3210_3397,0.5
2022_3210_3400,0.5
2022_3210_3416,0.5
2022_3210_3424,0.5
2022_3210_3426,0.5
2022_3210_3428,0.5
2022_3210_3437,0.5
2022_3210_3439,0.5
2022_3210_3450,0.5
2022_3211_3218,0.5
2022_3211_3224,0.5
2022_3211_3229,0.5
2022_3211_3230,0.5
2022_3211_3231,0.5
2022_3211_3234,0.5
2022_3211_3235,0.5
2022_3211_3237,0.5
2022_3211_3238,0.5
2022_3211_3242,0.5
2022_3211_3243,0.5
2022_3211_3246,0.5
2022_3211_3255,0.5
2022_3211_3257,0.5
2022_3211_3261,0.5
2022_3211_3268,0.5
2022_3211_3269,0.5
2022_3211_3273,0.5
2022_3211_3274,0.5
2022_3211_3276,0.5
2022_3211_3279,0.5
2022_3211_3283,0.5
2022_3211_3286,0.5
2022_3211_3291,0.5
2022_3211_3301,0.5
2022_3211_3304,0.5
2022_3211_3314,0.5
2022_3211_3323,0.5
2022_3211_3326,0.5
2022_3211_3328,0.5
2022_3211_3332,0.5
2022_3211_3343,0.5
2022_3211_3372,0.5
2022_3211_3376,0.5
2022_3211_3377,0.5
2022_3211_3378,0.5
2022_3211_3390,0.5
2022_3211_3397,0.5
2022_3211_3400,0.5
2022_3211_3416,0.5
2022_3211_3424,0.5
2022_3211_3426,0.5
2022_3211_3428,0.5
2022_3211_3437,0.5
2022_3211_3439,0.5
2022_3211_3450,0.5
2022_3218_3224,0.5
2022_3218_3229,0.5
2022_3218_3230,0.5
2022_3218_3231,0.5
2022_3218_3234,0.5
2022_3218_3235,0.5
2022_3218_3237,0.5
2022_3218_3238,0.5
2022_3218_3242,0.5
2022_3218_3243,0.5
2022_3218_3246,0.5
2022_3218_3255,0.5
2022_3218_3257,0.5
2022_3218_3261,0.5
2022_3218_3268,0.5
2022_3218_3269,0.5
2022_3218_3273,0.5
2022_3218_3274,0.5
2022_3218_3276,0.5
2022_3218_3279,0.5
2022_3218_3283,0.5
2022_3218_3286,0.5
2022_3218_3291,0.5
2022_3218_3301,0.5
2022_3218_3304,0.5
2022_3218_3314,0.5
2022_3218_3323,0.5
2022_3218_3326,0.5
2022_3218_3328,0.5
2022_3218_3332,0.5
2022_3218_3343,0.5
2022_3218_3372,0.5
2022_3218_3376,0.5
2022_3218_3377,0.5
2022_3218_3378,0.5
2022_3218_3390,0.5
2022_3218_3397,0.5
2022_3218_3400,0.5
2022_3218_3416,0.5
2022_3218_3424,0.5
2022_3218_3426,0.5
2022_3218_3428,0.5
2022_3218_3437,0.5
2022_3218_3439,0.5
2022_3218_3450,0.5
2022_3224_3229,0.5
2022_3224_3230,0.5
2022_3224_3231,0.5
2022_3224_3234,0.5
2022_3224_3235,0.5
2022_3224_3237,0.5
2022_3224_3238,0.5
2022_3224_3242,0.5
2022_3224_3243,0.5
2022_3224_3246,0.5
2022_3224_3255,0.5
2022_3224_3257,0.5
2022_3224_3261,0.5
2022_3224_3268,0.5
2022_3224_3269,0.5
2022_3224_3273,0.5
2022_3224_3274,0.5
2022_3224_3276,0.5
2022_3224_3279,0.5
2022_3224_3283,0.5
2022_3224_3286,0.5
2022_3224_3291,0.5
2022_3224_3301,0.5
2022_3224_3304,0.5
2022_3224_3314,0.5
2022_3224_3323,0.5
2022_3224_3326,0.5
2022_3224_3328,0.5
2022_3224_3332,0.5
2022_3224_3343,0.5
2022_3224_3372,0.5
2022_3224_3376,0.5
2022_3224_3377,0.5
2022_3224_3378,0.5
2022_3224_3390,0.5
2022_3224_3397,0.5
2022_3224_3400,0.5
2022_3224_3416,0.5
2022_3224_3424,0.5
2022_3224_3426,0.5
2022_3224_3428,0.5
2022_3224_3437,0.5
2022_3224_3439,0.5
2022_3224_3450,0.5
2022_3229_3230,0.5
2022_3229_3231,0.5
2022_3229_3234,0.5
2022_3229_3235,0.5
2022_3229_3237,0.5
2022_3229_3238,0.5
2022_3229_3242,0.5
2022_3229_3243,0.5
2022_3229_3246,0.5
2022_3229_3255,0.5
2022_3229_3257,0.5
2022_3229_3261,0.5
2022_3229_3268,0.5
2022_3229_3269,0.5
2022_3229_3273,0.5
2022_3229_3274,0.5
2022_3229_3276,0.5
2022_3229_3279,0.5
2022_3229_3283,0.5
2022_3229_3286,0.5
2022_3229_3291,0.5
2022_3229_3301,0.5
2022_3229_3304,0.5
2022_3229_3314,0.5
2022_3229_3323,0.5
2022_3229_3326,0.5
2022_3229_3328,0.5
2022_3229_3332,0.5
2022_3229_3343,0.5
2022_3229_3372,0.5
2022_3229_3376,0.5
2022_3229_3377,0.5
2022_3229_3378,0.5
2022_3229_3390,0.5
2022_3229_3397,0.5
2022_3229_3400,0.5
2022_3229_3416,0.5
2022_3229_3424,0.5
2022_3229_3426,0.5
2022_3229_3428,0.5
2022_3229_3437,0.5
2022_3229_3439,0.5
2022_3229_3450,0.5
2022_3230_3231,0.5
2022_3230_3234,0.5
2022_3230_3235,0.5
2022_3230_3237,0.5
2022_3230_3238,0.5
2022_3230_3242,0.5
2022_3230_3243,0.5
2022_3230_3246,0.5
2022_3230_3255,0.5
2022_3230_3257,0.5
2022_3230_3261,0.5
2022_3230_3268,0.5
2022_3230_3269,0.5
2022_3230_3273,0.5
2022_3230_3274,0.5
2022_3230_3276,0.5
2022_3230_3279,0.5
2022_3230_3283,0.5
2022_3230_3286,0.5
2022_3230_3291,0.5
2022_3230_3301,0.5
2022_3230_3304,0.5
2022_3230_3314,0.5
2022_3230_3323,0.5
2022_3230_3326,0.5
2022_3230_3328,0.5
2022_3230_3332,0.5
2022_3230_3343,0.5
2022_3230_3372,0.5
2022_3230_3376,0.5
2022_3230_3377,0.5
2022_3230_3378,0.5
2022_3230_3390,0.5
2022_3230_3397,0.5
2022_3230_3400,0.5
2022_3230_3416,0.5
2022_3230_3424,0.5
2022_3230_3426,0.5
2022_3230_3428,0.5
2022_3230_3437,0.5
2022_3230_3439,0.5
2022_3230_3450,0.5
2022_3231_3234,0.5
2022_3231_3235,0.5
2022_3231_3237,0.5
2022_3231_3238,0.5
2022_3231_3242,0.5
2022_3231_3243,0.5
2022_3231_3246,0.5
2022_3231_3255,0.5
2022_3231_3257,0.5
2022_3231_3261,0.5
2022_3231_3268,0.5
2022_3231_3269,0.5
2022_3231_3273,0.5
2022_3231_3274,0.5
2022_3231_3276,0.5
2022_3231_3279,0.5
2022_3231_3283,0.5
2022_3231_3286,0.5
2022_3231_3291,0.5
2022_3231_3301,0.5
2022_3231_3304,0.5
2022_3231_3314,0.5
2022_3231_3323,0.5
2022_3231_3326,0.5
2022_3231_3328,0.5
2022_3231_3332,0.5
2022_3231_3343,0.5
2022_3231_3372,0.5
2022_3231_3376,0.5
2022_3231_3377,0.5
2022_3231_3378,0.5
2022_3231_3390,0.5
2022_3231_3397,0.5
2022_3231_3400,0.5
2022_3231_3416,0.5
2022_3231_3424,0.5
2022_3231_3426,0.5
2022_3231_3428,0.5
2022_3231_3437,0.5
2022_3231_3439,0.5
2022_3231_3450,0.5
2022_3234_3235,0.5
2022_3234_3237,0.5
2022_3234_3238,0.5
2022_3234_3242,0.5
2022_3234_3243,0.5
2022_3234_3246,0.5
2022_3234_3255,0.5
2022_3234_3257,0.5
2022_3234_3261,0.5
2022_3234_3268,0.5
2022_3234_3269,0.5
2022_3234_3273,0.5
2022_3234_3274,0.5
2022_3234_3276,0.5
2022_3234_3279,0.5
2022_3234_3283,0.5
2022_3234_3286,0.5
2022_3234_3291,0.5
2022_3234_3301,0.5
2022_3234_3304,0.5
2022_3234_3314,0.5
2022_3234_3323,0.5
2022_3234_3326,0.5
2022_3234_3328,0.5
2022_3234_3332,0.5
2022_3234_3343,0.5
2022_3234_3372,0.5
2022_3234_3376,0.5
2022_3234_3377,0.5
2022_3234_3378,0.5
2022_3234_3390,0.5
2022_3234_3397,0.5
2022_3234_3400,0.5
2022_3234_3416,0.5
2022_3234_3424,0.5
2022_3234_3426,0.5
2022_3234_3428,0.5
2022_3234_3437,0.5
2022_3234_3439,0.5
2022_3234_3450,0.5
2022_3235_3237,0.5
2022_3235_3238,0.5
2022_3235_3242,0.5
2022_3235_3243,0.5
2022_3235_3246,0.5
2022_3235_3255,0.5
2022_3235_3257,0.5
2022_3235_3261,0.5
2022_3235_3268,0.5
2022_3235_3269,0.5
2022_3235_3273,0.5
2022_3235_3274,0.5
2022_3235_3276,0.5
2022_3235_3279,0.5
2022_3235_3283,0.5
2022_3235_3286,0.5
2022_3235_3291,0.5
2022_3235_3301,0.5
2022_3235_3304,0.5
2022_3235_3314,0.5
2022_3235_3323,0.5
2022_3235_3326,0.5
2022_3235_3328,0.5
2022_3235_3332,0.5
2022_3235_3343,0.5
2022_3235_3372,0.5
2022_3235_3376,0.5
2022_3235_3377,0.5
2022_3235_3378,0.5
2022_3235_3390,0.5
2022_3235_3397,0.5
2022_3235_3400,0.5
2022_3235_3416,0.5
2022_3235_3424,0.5
2022_3235_3426,0.5
2022_3235_3428,0.5
2022_3235_3437,0.5
2022_3235_3439,0.5
2022_3235_3450,0.5
2022_3237_3238,0.5
2022_3237_3242,0.5
2022_3237_3243,0.5
2022_3237_3246,0.5
2022_3237_3255,0.5
2022_3237_3257,0.5
2022_3237_3261,0.5
2022_3237_3268,0.5
2022_3237_3269,0.5
2022_3237_3273,0.5
2022_3237_3274,0.5
2022_3237_3276,0.5
2022_3237_3279,0.5
2022_3237_3283,0.5
2022_3237_3286,0.5
2022_3237_3291,0.5
2022_3237_3301,0.5
2022_3237_3304,0.5
2022_3237_3314,0.5
2022_3237_3323,0.5
2022_3237_3326,0.5
2022_3237_3328,0.5
2022_3237_3332,0.5
2022_3237_3343,0.5
2022_3237_3372,0.5
2022_3237_3376,0.5
2022_3237_3377,0.5
2022_3237_3378,0.5
2022_3237_3390,0.5
2022_3237_3397,0.5
2022_3237_3400,0.5
2022_3237_3416,0.5
2022_3237_3424,0.5
2022_3237_3426,0.5
2022_3237_3428,0.5
2022_3237_3437,0.5
2022_3237_3439,0.5
2022_3237_3450,0.5
2022_3238_3242,0.5
2022_3238_3243,0.5
2022_3238_3246,0.5
2022_3238_3255,0.5
2022_3238_3257,0.5
2022_3238_3261,0.5
2022_3238_3268,0.5
2022_3238_3269,0.5
2022_3238_3273,0.5
2022_3238_3274,0.5
2022_3238_3276,0.5
2022_3238_3279,0.5
2022_3238_3283,0.5
2022_3238_3286,0.5
2022_3238_3291,0.5
2022_3238_3301,0.5
2022_3238_3304,0.5
2022_3238_3314,0.5
2022_3238_3323,0.5
2022_3238_3326,0.5
2022_3238_3328,0.5
2022_3238_3332,0.5
2022_3238_3343,0.5
2022_3238_3372,0.5
2022_3238_3376,0.5
2022_3238_3377,0.5
2022_3238_3378,0.5
2022_3238_3390,0.5
2022_3238_3397,0.5
2022_3238_3400,0.5
2022_3238_3416,0.5
2022_3238_3424,0.5
2022_3238_3426,0.5
2022_3238_3428,0.5
2022_3238_3437,0.5
2022_3238_3439,0.5
2022_3238_3450,0.5
2022_3242_3243,0.5
2022_3242_3246,0.5
2022_3242_3255,0.5
2022_3242_3257,0.5
2022_3242_3261,0.5
2022_3242_3268,0.5
2022_3242_3269,0.5
2022_3242_3273,0.5
2022_3242_3274,0.5
2022_3242_3276,0.5
2022_3242_3279,0.5
2022_3242_3283,0.5
2022_3242_3286,0.5
2022_3242_3291,0.5
2022_3242_3301,0.5
2022_3242_3304,0.5
2022_3242_3314,0.5
2022_3242_3323,0.5
2022_3242_3326,0.5
2022_3242_3328,0.5
2022_3242_3332,0.5
2022_3242_3343,0.5
2022_3242_3372,0.5
2022_3242_3376,0.5
2022_3242_3377,0.5
2022_3242_3378,0.5
2022_3242_3390,0.5
2022_3242_3397,0.5
2022_3242_3400,0.5
2022_3242_3416,0.5
2022_3242_3424,0.5
2022_3242_3426,0.5
2022_3242_3428,0.5
2022_3242_3437,0.5
2022_3242_3439,0.5
2022_3242_3450,0.5
2022_3243_3246,0.5
2022_3243_3255,0.5
2022_3243_3257,0.5
2022_3243_3261,0.5
2022_3243_3268,0.5
2022_3243_3269,0.5
2022_3243_3273,0.5
2022_3243_3274,0.5
2022_3243_3276,0.5
2022_3243_3279,0.5
2022_3243_3283,0.5
2022_3243_3286,0.5
2022_3243_3291,0.5
2022_3243_3301,0.5
2022_3243_3304,0.5
2022_3243_3314,0.5
2022_3243_3323,0.5
2022_3243_3326,0.5
2022_3243_3328,0.5
2022_3243_3332,0.5
2022_3243_3343,0.5
2022_3243_3372,0.5
2022_3243_3376,0.5
2022_3243_3377,0.5
2022_3243_3378,0.5
2022_3243_3390,0.5
2022_3243_3397,0.5
2022_3243_3400,0.5
2022_3243_3416,0.5
2022_3243_3424,0.5
2022_3243_3426,0.5
2022_3243_3428,0.5
2022_3243_3437,0.5
2022_3243_3439,0.5
2022_3243_3450,0.5
2022_3246_3255,0.5
2022_3246_3257,0.5
2022_3246_3261,0.5
2022_3246_3268,0.5
2022_3246_3269,0.5
2022_3246_3273,0.5
2022_3246_3274,0.5
2022_3246_3276,0.5
2022_3246_3279,0.5
2022_3246_3283,0.5
2022_3246_3286,0.5
2022_3246_3291,0.5
2022_3246_3301,0.5
2022_3246_3304,0.5
2022_3246_3314,0.5
2022_3246_3323,0.5
2022_3246_3326,0.5
2022_3246_3328,0.5
2022_3246_3332,0.5
2022_3246_3343,0.5
2022_3246_3372,0.5
2022_3246_3376,0.5
2022_3246_3377,0.5
2022_3246_3378,0.5
2022_3246_3390,0.5
2022_3246_3397,0.5
2022_3246_3400,0.5
2022_3246_3416,0.5
2022_3246_3424,0.5
2022_3246_3426,0.5
2022_3246_3428,0.5
2022_3246_3437,0.5
2022_3246_3439,0.5
2022_3246_3450,0.5
2022_3255_3257,0.5
2022_3255_3261,0.5
2022_3255_3268,0.5
2022_3255_3269,0.5
2022_3255_3273,0.5
2022_3255_3274,0.5
2022_3255_3276,0.5
2022_3255_3279,0.5
2022_3255_3283,0.5
2022_3255_3286,0.5
2022_3255_3291,0.5
2022_3255_3301,0.5
2022_3255_3304,0.5
2022_3255_3314,0.5
2022_3255_3323,0.5
2022_3255_3326,0.5
2022_3255_3328,0.5
2022_3255_3332,0.5
2022_3255_3343,0.5
2022_3255_3372,0.5
2022_3255_3376,0.5
2022_3255_3377,0.5
2022_3255_3378,0.5
2022_3255_3390,0.5
2022_3255_3397,0.5
2022_3255_3400,0.5
2022_3255_3416,0.5
2022_3255_3424,0.5
2022_3255_3426,0.5
2022_3255_3428,0.5
2022_3255_3437,0.5
2022_3255_3439,0.5
2022_3255_3450,0.5
2022_3257_3261,0.5
2022_3257_3268,0.5
2022_3257_3269,0.5
2022_3257_3273,0.5
2022_3257_3274,0.5
2022_3257_3276,0.5
2022_3257_3279,0.5
2022_3257_3283,0.5
2022_3257_3286,0.5
2022_3257_3291,0.5
2022_3257_3301,0.5
2022_3257_3304,0.5
2022_3257_3314,0.5
2022_3257_3323,0.5
2022_3257_3326,0.5
2022_3257_3328,0.5
2022_3257_3332,0.5
2022_3257_3343,0.5
2022_3257_3372,0.5
2022_3257_3376,0.5
2022_3257_3377,0.5
2022_3257_3378,0.5
2022_3257_3390,0.5
2022_3257_3397,0.5
2022_3257_3400,0.5
2022_3257_3416,0.5
2022_3257_3424,0.5
2022_3257_3426,0.5
2022_3257_3428,0.5
2022_3257_3437,0.5
2022_3257_3439,0.5
2022_3257_3450,0.5
2022_3261_3268,0.5
2022_3261_3269,0.5
2022_3261_3273,0.5
2022_3261_3274,0.5
2022_3261_3276,0.5
2022_3261_3279,0.5
2022_3261_3283,0.5
2022_3261_3286,0.5
2022_3261_3291,0.5
2022_3261_3301,0.5
2022_3261_3304,0.5
2022_3261_3314,0.5
2022_3261_3323,0.5
2022_3261_3326,0.5
2022_3261_3328,0.5
2022_3261_3332,0.5
2022_3261_3343,0.5
2022_3261_3372,0.5
2022_3261_3376,0.5
2022_3261_3377,0.5
2022_3261_3378,0.5
2022_3261_3390,0.5
2022_3261_3397,0.5
2022_3261_3400,0.5
2022_3261_3416,0.5
2022_3261_3424,0.5
2022_3261_3426,0.5
2022_3261_3428,0.5
2022_3261_3437,0.5
2022_3261_3439,0.5
2022_3261_3450,0.5
2022_3268_3269,0.5
2022_3268_3273,0.5
2022_3268_3274,0.5
2022_3268_3276,0.5
2022_3268_3279,0.5
2022_3268_3283,0.5
2022_3268_3286,0.5
2022_3268_3291,0.5
2022_3268_3301,0.5
2022_3268_3304,0.5
2022_3268_3314,0.5
2022_3268_3323,0.5
2022_3268_3326,0.5
2022_3268_3328,0.5
2022_3268_3332,0.5
2022_3268_3343,0.5
2022_3268_3372,0.5
2022_3268_3376,0.5
2022_3268_3377,0.5
2022_3268_3378,0.5
2022_3268_3390,0.5
2022_3268_3397,0.5
2022_3268_3400,0.5
2022_3268_3416,0.5
2022_3268_3424,0.5
2022_3268_3426,0.5
2022_3268_3428,0.5
2022_3268_3437,0.5
2022_3268_3439,0.5
2022_3268_3450,0.5
2022_3269_3273,0.5
2022_3269_3274,0.5
2022_3269_3276,0.5
2022_3269_3279,0.5
2022_3269_3283,0.5
2022_3269_3286,0.5
2022_3269_3291,0.5
2022_3269_3301,0.5
2022_3269_3304,0.5
2022_3269_3314,0.5
2022_3269_3323,0.5
2022_3269_3326,0.5
2022_3269_3328,0.5
2022_3269_3332,0.5
2022_3269_3343,0.5
2022_3269_3372,0.5
2022_3269_3376,0.5
2022_3269_3377,0.5
2022_3269_3378,0.5
2022_3269_3390,0.5
2022_3269_3397,0.5
2022_3269_3400,0.5
2022_3269_3416,0.5
2022_3269_3424,0.5
2022_3269_3426,0.5
2022_3269_3428,0.5
2022_3269_3437,0.5
2022_3269_3439,0.5
2022_3269_3450,0.5
2022_3273_3274,0.5
2022_3273_3276,0.5
2022_3273_3279,0.5
2022_3273_3283,0.5
2022_3273_3286,0.5
2022_3273_3291,0.5
2022_3273_3301,0.5
2022_3273_3304,0.5
2022_3273_3314,0.5
2022_3273_3323,0.5
2022_3273_3326,0.5
2022_3273_3328,0.5
2022_3273_3332,0.5
2022_3273_3343,0.5
2022_3273_3372,0.5
2022_3273_3376,0.5
2022_3273_3377,0.5
2022_3273_3378,0.5
2022_3273_3390,0.5
2022_3273_3397,0.5
2022_3273_3400,0.5
2022_3273_3416,0.5
2022_3273_3424,0.5
2022_3273_3426,0.5
2022_3273_3428,0.5
2022_3273_3437,0.5
2022_3273_3439,0.5
2022_3273_3450,0.5
2022_3274_3276,0.5
2022_3274_3279,0.5
2022_3274_3283,0.5
2022_3274_3286,0.5
2022_3274_3291,0.5
2022_3274_3301,0.5
2022_3274_3304,0.5
2022_3274_3314,0.5
2022_3274_3323,0.5
2022_3274_3326,0.5
2022_3274_3328,0.5
2022_3274_3332,0.5
2022_3274_3343,0.5
2022_3274_3372,0.5
2022_3274_3376,0.5
2022_3274_3377,0.5
2022_3274_3378,0.5
2022_3274_3390,0.5
2022_3274_3397,0.5
2022_3274_3400,0.5
2022_3274_3416,0.5
2022_3274_3424,0.5
2022_3274_3426,0.5
2022_3274_3428,0.5
2022_3274_3437,0.5
2022_3274_3439,0.5
2022_3274_3450,0.5
2022_3276_3279,0.5
2022_3276_3283,0.5
2022_3276_3286,0.5
2022_3276_3291,0.5
2022_3276_3301,0.5
2022_3276_3304,0.5
2022_3276_3314,0.5
2022_3276_3323,0.5
2022_3276_3326,0.5
2022_3276_3328,0.5
2022_3276_3332,0.5
2022_3276_3343,0.5
2022_3276_3372,0.5
2022_3276_3376,0.5
2022_3276_3377,0.5
2022_3276_3378,0.5
2022_3276_3390,0.5
2022_3276_3397,0.5
2022_3276_3400,0.5
2022_3276_3416,0.5
2022_3276_3424,0.5
2022_3276_3426,0.5
2022_3276_3428,0.5
2022_3276_3437,0.5
2022_3276_3439,0.5
2022_3276_3450,0.5
2022_3279_3283,0.5
2022_3279_3286,0.5
2022_3279_3291,0.5
2022_3279_3301,0.5
2022_3279_3304,0.5
2022_3279_3314,0.5
2022_3279_3323,0.5
2022_3279_3326,0.5
2022_3279_3328,0.5
2022_3279_3332,0.5
2022_3279_3343,0.5
2022_3279_3372,0.5
2022_3279_3376,0.5
2022_3279_3377,0.5
2022_3279_3378,0.5
2022_3279_3390,0.5
2022_3279_3397,0.5
2022_3279_3400,0.5
2022_3279_3416,0.5
2022_3279_3424,0.5
2022_3279_3426,0.5
2022_3279_3428,0.5
2022_3279_3437,0.5
2022_3279_3439,0.5
2022_3279_3450,0.5
2022_3283_3286,0.5
2022_3283_3291,0.5
2022_3283_3301,0.5
2022_3283_3304,0.5
2022_3283_3314,0.5
2022_3283_3323,0.5
2022_3283_3326,0.5
2022_3283_3328,0.5
2022_3283_3332,0.5
2022_3283_3343,0.5
2022_3283_3372,0.5
2022_3283_3376,0.5
2022_3283_3377,0.5
2022_3283_3378,0.5
2022_3283_3390,0.5
2022_3283_3397,0.5
2022_3283_3400,0.5
2022_3283_3416,0.5
2022_3283_3424,0.5
2022_3283_3426,0.5
2022_3283_3428,0.5
2022_3283_3437,0.5
2022_3283_3439,0.5
2022_3283_3450,0.5
2022_3286_3291,0.5
2022_3286_3301,0.5
2022_3286_3304,0.5
2022_3286_3314,0.5
2022_3286_3323,0.5
2022_3286_3326,0.5
2022_3286_3328,0.5
2022_3286_3332,0.5
2022_3286_3343,0.5
2022_3286_3372,0.5
2022_3286_3376,0.5
2022_3286_3377,0.5
2022_3286_3378,0.5
2022_3286_3390,0.5
2022_3286_3397,0.5
2022_3286_3400,0.5
2022_3286_3416,0.5
2022_3286_3424,0.5
2022_3286_3426,0.5
2022_3286_3428,0.5
2022_3286_3437,0.5
2022_3286_3439,0.5
2022_3286_3450,0.5
2022_3291_3301,0.5
2022_3291_3304,0.5
2022_3291_3314,0.5
2022_3291_3323,0.5
2022_3291_3326,0.5
2022_3291_3328,0.5
2022_3291_3332,0.5
2022_3291_3343,0.5
2022_3291_3372,0.5
2022_3291_3376,0.5
2022_3291_3377,0.5
2022_3291_3378,0.5
2022_3291_3390,0.5
2022_3291_3397,0.5
2022_3291_3400,0.5
2022_3291_3416,0.5
2022_3291_3424,0.5
2022_3291_3426,0.5
2022_3291_3428,0.5
2022_3291_3437,0.5
2022_3291_3439,0.5
2022_3291_3450,0.5
2022_3301_3304,0.5
2022_3301_3314,0.5
2022_3301_3323,0.5
2022_3301_3326,0.5
2022_3301_3328,0.5
2022_3301_3332,0.5
2022_3301_3343,0.5
2022_3301_3372,0.5
2022_3301_3376,0.5
2022_3301_3377,0.5
2022_3301_3378,0.5
2022_3301_3390,0.5
2022_3301_3397,0.5
2022_3301_3400,0.5
2022_3301_3416,0.5
2022_3301_3424,0.5
2022_3301_3426,0.5
2022_3301_3428,0.5
2022_3301_3437,0.5
2022_3301_3439,0.5
2022_3301_3450,0.5
2022_3304_3314,0.5
2022_3304_3323,0.5
2022_3304_3326,0.5
2022_3304_3328,0.5
2022_3304_3332,0.5
2022_3304_3343,0.5
2022_3304_3372,0.5
2022_3304_3376,0.5
2022_3304_3377,0.5
2022_3304_3378,0.5
2022_3304_3390,0.5
2022_3304_3397,0.5
2022_3304_3400,0.5
2022_3304_3416,0.5
2022_3304_3424,0.5
2022_3304_3426,0.5
2022_3304_3428,0.5
2022_3304_3437,0.5
2022_3304_3439,0.5
2022_3304_3450,0.5
2022_3314_3323,0.5
2022_3314_3326,0.5
2022_3314_3328,0.5
2022_3314_3332,0.5
2022_3314_3343,0.5
2022_3314_3372,0.5
2022_3314_3376,0.5
2022_3314_3377,0.5
2022_3314_3378,0.5
2022_3314_3390,0.5
2022_3314_3397,0.5
2022_3314_3400,0.5
2022_3314_3416,0.5
2022_3314_3424,0.5
2022_3314_3426,0.5
2022_3314_3428,0.5
2022_3314_3437,0.5
2022_3314_3439,0.5
2022_3314_3450,0.5
2022_3323_3326,0.5
2022_3323_3328,0.5
2022_3323_3332,0.5
2022_3323_3343,0.5
2022_3323_3372,0.5
2022_3323_3376,0.5
2022_3323_3377,0.5
2022_3323_3378,0.5
2022_3323_3390,0.5
2022_3323_3397,0.5
2022_3323_3400,0.5
2022_3323_3416,0.5
2022_3323_3424,0.5
2022_3323_3426,0.5
2022_3323_3428,0.5
2022_3323_3437,0.5
2022_3323_3439,0.5
2022_3323_3450,0.5
2022_3326_3328,0.5
2022_3326_3332,0.5
2022_3326_3343,0.5
2022_3326_3372,0.5
2022_3326_3376,0.5
2022_3326_3377,0.5
2022_3326_3378,0.5
2022_3326_3390,0.5
2022_3326_3397,0.5
2022_3326_3400,0.5
2022_3326_3416,0.5
2022_3326_3424,0.5
2022_3326_3426,0.5
2022_3326_3428,0.5
2022_3326_3437,0.5
2022_3326_3439,0.5
2022_3326_3450,0.5
2022_3328_3332,0.5
2022_3328_3343,0.5
2022_3328_3372,0.5
2022_3328_3376,0.5
2022_3328_3377,0.5
2022_3328_3378,0.5
2022_3328_3390,0.5
2022_3328_3397,0.5
2022_3328_3400,0.5
